product_id,brand_name,review_id,review_title,review_text,author,review_date,review_rating,is_a_buyer,product_title,price,avg_product_rating,product_rating_count,product_tags,product_url
6836720,Olay,29475859,Creamy,scented cream give honest review weeks olay disappoint,ren jamir,17/10/2022 17:14,4.0,True,"Olay Aha & Niacinamide Super Cream , Acne Mark & Spot Removal Cream - For All Skin Types",1399,3.8,6,FEATURED,https://www.nykaa.com/olay-aha-niacinamide-super-cream/p/6836720
6836720,Olay,29161134,Olay Aha,suits thing trust brand,Anita Dash,06/10/2022 23:00,5.0,True,"Olay Aha & Niacinamide Super Cream , Acne Mark & Spot Removal Cream - For All Skin Types",1399,3.8,6,FEATURED,https://www.nykaa.com/olay-aha-niacinamide-super-cream/p/6836720
61305,Olay,10655697,Effective item,superb purchase effective,Anamika Makkar,28/09/2019 23:45,5.0,True,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,15493962,Best combo ever :),olay works wonders combo feels soft hydrated compliments follow diet cut sugar oils food blessed,Debasmita,05/11/2020 15:36,5.0,True,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,712286,Simply superbb,reviewing olay products superb white radiance advance night day cream showing simply loving star products thanku olay,sri lakshmi Rajesh,23/06/2017 16:59,1.0,False,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,3207671,Worst product ever.,acne prone thought gave breakouts face sort allergy suitable oily combination,kritika sharma,26/10/2018 18:53,1.0,False,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,3834965,wow product.,brightens regular usage,Hadiya Vp,23/12/2018 11:02,3.0,False,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,4230636,Useless,works advertisement tempted products day night cream results whatsoever pigmentation problem bit positive thing texture suits waste money recommend,Theirisa Mary,07/02/2019 16:25,1.0,True,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,6199138,Amazing product.,awesome cream blends friend,Dilma Lazar,30/07/2019 02:14,4.0,True,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
61305,Olay,6253586,Very good,results,Priyanka Gupta,03/08/2019 15:14,5.0,True,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,55,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
60541,Olay,1622667,jus wow,cream brought mom loves combination effect days,ruby,21/04/2018 21:00,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,3999858,Costly.,user exceptionally quantity appears packet maximum days costly,Shreya,07/01/2019 17:13,2.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1807507,No visible changes.,expecting bought eye cream anti-ageing moisturize eyes spots works,Pooja,11/05/2018 16:26,2.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1032983,Every day moisturizer,everyday moisturizing cream extremely hydrating non-greasy formula,Archika Chandna,09/10/2017 21:43,3.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1623551,Best one,price effective types,Latika Dhabhai,22/04/2018 00:14,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1851153,Its a great product.,mother happy,Usha Kiran,16/05/2018 12:03,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,2158865,Best for oily skin,oily cream effect effective control face oil,shreya jain,20/06/2018 18:11,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1758333,Good for mixed skin,provide moisture sticky apply removes dullness patchy,Krishna,06/05/2018 12:01,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,13994898,A good one,smell amaazing mother loves month results starting show glowy touch,Swagatika Bhadra,24/07/2020 19:08,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,13434458,Good,,zainab siddiqui,09/06/2020 16:25,4.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1473647,awesome prodect,works combination,Shivageethabs Geetha,14/03/2018 16:29,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1940931,Awesome,purchased mother satisfied experience purchasing customer satisfaction mind delivery compared online sites,Shruti,25/05/2018 11:48,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,2092095,Best cream.,type remove dullness,Ayesha Parveen,12/06/2018 10:17,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,13851914,Must have,mother cream routine daily life highly recommended people,Ishita Verma,14/07/2020 23:14,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,15102404,Nice,expiry date,Sheerin,11/10/2020 12:22,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,17100646,Superb,absolutely,Namrata Mishra,18/02/2021 10:43,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,14928307,Gives a glow to skin,works total effects glow face ordered mum,Dibyasha Mohanty,26/09/2020 19:00,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,16769958,Amazing,mom helps plumpy,Akanksha Tyagi,24/01/2021 22:37,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,19973304,👍,,Cassie lukhu,10/08/2021 17:12,5.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,2970707,Nice,moisturise suggest dry,bindu kethipalli,20/09/2018 11:38,2.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
60541,Olay,1606992,This 8gm size is a waste of money,doubt gm sample size empty tube bigger tubes,Mousumi Das,20/04/2018 10:40,2.0,True,Olay Total Effects 7 In One Anti-Ageing Day Cream Normal SPF 15,375,3.9,99,,https://www.nykaa.com/olay-total-effects-7-in-one-anti-ageing-cream-normal-day-spf-15/p/60541
575926,Olay,14362311,Olay day and night cream,cheap efficient spf day cream creams light absorb fast,Liv,13/08/2020 12:22,3.0,False,Olay Ultimate Skin Regimen Kit,2947,4.1,920,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
575926,Olay,11616970,Best skin treatment,awesome issues related aging felt visible change feels wonderful glowing discount made must-buy,Kanupriya,03/12/2019 14:55,5.0,True,Olay Ultimate Skin Regimen Kit,2947,4.1,920,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
575926,Olay,11672377,Good product,combo provided company effective deal effective face age,Harsh Bembi,05/12/2019 14:49,4.0,False,Olay Ultimate Skin Regimen Kit,2947,4.1,920,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
575926,Olay,12090625,Best cream with best combo,cream aged signs makes glow,Bushra uzair,07/01/2020 15:45,4.0,False,Olay Ultimate Skin Regimen Kit,2947,4.1,920,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
575926,Olay,14362240,Okay ultimate eye cream,works price quantity guess give cream atleast days show result,Liv,13/08/2020 12:18,4.0,True,Olay Ultimate Skin Regimen Kit,2947,4.1,920,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
465454,Olay,17519613,NOT EFFECTIVE,effective waste money,faizah feroz,25/03/2021 21:03,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,10172386,Good product,applies feels texture enhancing super cream effective greasy helps smoothing lines wrinkles,Rinki Singh,21/08/2019 10:41,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,27938807,Very bad eye cream,eyes dark dry cream waste money,Koyel Bhunia,22/08/2022 11:25,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,26462130,No change...,cost high waste money,Nalini,09/07/2022 08:56,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,25294027,Disgusting,sticky bad smell,Shiropa Mallik,23/05/2022 23:26,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,24502793,Worst product I ever had in my life,guys share experience month drys eye area dryness problem combination credit made prone wrinkle dryness blends properly,Subhadarshini Panda,02/05/2022 20:06,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,24069784,Burning under eyes after use,recommend sensitive becz burning eyes stopped careful sensitive,Femitha Kabeer,17/04/2022 09:31,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,23286801,Didn't get it,ordered weeks back automatically returned lost money back,suhaila karim,07/03/2022 14:32,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,21145647,Doesn't work,months daily difference,RICHA SINHA,30/10/2021 18:28,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,20531805,Very worst,makes eyes swelling,rafidha yunus,20/09/2021 16:59,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,25286523,It feels amazing on skin,entire face leaves natural glowing years repurchase months make amount face hydrates give oily,Ayushi Goel,23/05/2022 17:05,5.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,20275091,Disappointed,promised fact days eye dry dark wrinkles eyes olay whip happy purchase mistake,Rohini Kumar,31/08/2021 18:41,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,19222718,Not a Good Product,happy result week,Kartika Rai,30/06/2021 11:01,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,18059714,Very bad,month useage reviewing bad cream results apply feel dark circles wash happened daily eye area itchy day day dnt cream throw,anjali saini,03/05/2021 13:42,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,14544974,Really good,bought mother days results,Tanii Arora,27/08/2020 13:38,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,14128122,Type consular Younger women first choice Olay under eye ? cream,eyes cream light quick absorbing wet hours results apply fresh feel saturday months results,Sangita Sharma,29/07/2020 22:25,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12991040,Under eye cream,ittt reduces dark circles puffiness eyes,simranjit kaur,19/03/2020 00:07,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12692324,Nice cream,hesitated satisfied happy effective showed results days eyes reduces dark circles water drop amount cream massage circular motion night satisfied results,Nikitha Kamlesh,24/02/2020 12:38,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12638195,Must Have Product,loving visibly reduced dark circles wrinkles puffiness reflects beauty younger-looking eyes give,Upaasana,19/02/2020 14:17,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12541881,What a fantastic product!,bought mom makes eyes fresh helps eye circles,Sakshi,12/02/2020 11:32,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12428046,Great product!,week day effect dark circles reducing morning puffiness eyes recommend give,Reema,02/02/2020 09:44,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12411676,Amazing product,woman younger years body automatically change naturally dark circles wrinkles puffiness searching months days back finally found softens lines minimize wrinkles lightens dark circles olay eye cream smoothly light magical helps lighten area eyes moisturizing light fragrance arrived condition worth buying,Sonali,31/01/2020 16:31,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12406094,Say goodbye dark circles,stress lack sleep looked horrible dark circles sister olay dark circles cream felt worth started difference results moment decided olay dark circles cream,Saismitha Sp,31/01/2020 08:39,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12388242,Absolutely loved it,colored cream conceals eyes bit reduces dark circles reduces eye bags puffiness continuous highly recommended apply apply base day massage till absorbs improve blood circulation,Vanita Bachani,29/01/2020 18:11,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12386033,Light weight,makes eyes instantly brighter pigment blends complexion feel heavy eye cream daily,Ammara Azmi,29/01/2020 15:54,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12383722,Get rid of the eye problems,olay eyes ultimate eye cream dark circles puffiness eyes days results massage cream eyes times day texture mild aroma recommend cream eye problem,Pooja Mithra,29/01/2020 13:03,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12381952,Best treatment for dark circles by Olay,formula instantly reduces appearance fine lines crow feet healthier younger-looking benefits reduces appearance fine lines wrinkles crow feet instantly reduces appearance dark circles instantly enhances brightness massage reduce puffiness instantly evens tone appearance smoothens evens texture replenishes moisture,priyanka khanna,29/01/2020 10:46,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12374453,Olay eye cream the best cream.,olay eyes cream days impressed daily anti-ageing treatment specifically designed delicate eye area loses moisture faster show aging signs cream benefits smoothening fine lines wrinkles visible dark circles drastically puffiness eye bags powerful formula loaded vitamin quickly absorbed non-sticky lead breakout rash highly recommend,geetika chawla,28/01/2020 18:21,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12373671,Amazing,cream eye creams olay eye cream favorite reduced dark circles moisturizes eyes sticky creamy formula makes apply makeup eye cream working extraordinary olay praise,Ravika Mohan,28/01/2020 17:36,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12349591,Remove Darkness and puffiness,eye cream month surely results till lightweight make eyes oily breakouts removes dark circles puffiness eyes brighten day results applying eye makeup,Aradhna Sharma,26/01/2020 23:47,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,12069453,Worth of penny!,wonderful problem,Rexona Khatun,05/01/2020 18:05,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,11777332,Good,difference observed applying eye cream cream works,Glesina Dmello,10/12/2019 20:01,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,11375062,Olay ultimate eye cream,gentle cream absorbs fast,Gurjeet Bhumra,19/11/2019 22:07,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,11290024,Great,hydrating eye cream reduces puffiness dark circles,kanchan,13/11/2019 13:45,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,11257524,Go for it.,eye cream eyes applying night day,Gowthami Chitra,11/11/2019 00:23,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,11085867,Best Product,eye works amazingly,Be Pa,28/10/2019 17:53,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,14242950,Eye cream best,olay eye cream remove dark circles puffiness,fareeha ahamed,04/08/2020 16:50,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,15605280,Good one,reduce puffiness dark circles applying basis,Jasmine,12/11/2020 12:47,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,17903129,Got allergic reaction,rashes zits itching application chemicals sensitive combination acne prone big,Dora,21/04/2021 17:21,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,16371112,Just awesome,awesome quality superb,Sunanda Sahoo,24/12/2020 16:14,5.0,False,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
465454,Olay,16924115,Worst product,guys plz spent makes dry applying reduce dark circles,Jeevitha T P,04/02/2021 21:17,1.0,True,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,771,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
